Protein.IDs	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Fasta.headers	Number.of.proteins	Peptides	Razor...unique.peptides	Unique.peptides	Peptides.t1.1	Peptides.t1.2	Peptides.t1.3	Peptides.t1.4	Peptides.t2.1	Peptides.t2.2	Peptides.t2.3	Peptides.t2.4	Razor...unique.peptides.t1.1	Razor...unique.peptides.t1.2	Razor...unique.peptides.t1.3	Razor...unique.peptides.t1.4	Razor...unique.peptides.t2.1	Razor...unique.peptides.t2.2	Razor...unique.peptides.t2.3	Razor...unique.peptides.t2.4	Unique.peptides.t1.1	Unique.peptides.t1.2	Unique.peptides.t1.3	Unique.peptides.t1.4	Unique.peptides.t2.1	Unique.peptides.t2.2	Unique.peptides.t2.3	Unique.peptides.t2.4	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	Sequence.length	Sequence.lengths	Q.value	Score	Identification.type.t1.1	Identification.type.t1.2	Identification.type.t1.3	Identification.type.t1.4	Identification.type.t2.1	Identification.type.t2.2	Identification.type.t2.3	Identification.type.t2.4	Sequence.coverage.t1.1....	Sequence.coverage.t1.2....	Sequence.coverage.t1.3....	Sequence.coverage.t1.4....	Sequence.coverage.t2.1....	Sequence.coverage.t2.2....	Sequence.coverage.t2.3....	Sequence.coverage.t2.4....	Intensity	Intensity.t1.1	Intensity.t1.2	Intensity.t1.3	Intensity.t1.4	Intensity.t2.1	Intensity.t2.2	Intensity.t2.3	Intensity.t2.4	LFQ.intensity.t1.1	LFQ.intensity.t1.2	LFQ.intensity.t1.3	LFQ.intensity.t1.4	LFQ.intensity.t2.1	LFQ.intensity.t2.2	LFQ.intensity.t2.3	LFQ.intensity.t2.4	MS.MS.Count.t1.1	MS.MS.Count.t1.2	MS.MS.Count.t1.3	MS.MS.Count.t1.4	MS.MS.Count.t2.1	MS.MS.Count.t2.2	MS.MS.Count.t2.3	MS.MS.Count.t2.4	MS.MS.Count	Only.identified.by.site	Reverse	Potential.contaminant	id	Peptide.IDs	Peptide.is.razor	Mod..peptide.IDs	Evidence.IDs	MS.MS.IDs	Best.MS.MS	Carbamidomethyl..C..site.IDs	Oxidation..M..site.IDs	Carbamidomethyl..C..site.positions	Oxidation..M..site.positions
sp|O88569|ROA2_MOUSE	16	16	16		1	16	16	16	15	16	16	15	0	0	0	0	15	16	16	15	0	0	0	0	15	16	16	15	0	0	0	0	13.2	13.2	13.2	225.65	2007	2007	0	60.655	By MS/MS	By MS/MS	By MS/MS	By MS/MS					12.8	13.2	13.2	11.7	0	0	0	0	237980000	53495000	62872000	45393000	76218000	0	0	0	0	54647000	62953000	46829000	73548000	0	0	0	0	15	16	8	14	0	0	0	0	53			NA	1462	599;1684;5142;5632;8345;10365;10439;11206;11271;11444;12639;13437;16410;17774;18335;19097	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	613;1717;5259;5760;8537;10590;10665;11451;11517;11692;12975;13801;16828;18232;18811;19588	3896;3897;3898;3899;10861;10862;10863;10864;33243;33244;33245;33246;36322;36323;36324;36325;54737;54738;54739;54740;67836;67837;67838;67839;68279;68280;68281;68282;73000;73001;73002;73003;73398;73399;73400;73401;74470;74471;74472;74473;82545;82546;82547;82548;87738;87739;87740;87741;106829;106830;106831;116243;116244;116245;116246;119820;119821;119822;119823;124611;124612;124613	5306;5307;5308;15158;15159;46206;46207;46208;46209;46210;50372;50373;76749;93741;93742;93743;93744;94312;94313;100453;100454;100455;100456;100457;100458;100459;100934;100935;102462;102463;102464;102465;102466;102467;102468;113505;113506;113507;113508;113509;120305;120306;120307;120308;120309;120310;145483;145484;145485;158885;158886;158887;158888;158889;163601;170034	5308;15158;46208;50372;76749;93744;94313;100454;100934;102465;113509;120310;145483;158886;163601;170034				
sp|Q9JJL8|SYSM_MOUSE	54	54	54		1	54	54	54	32	31	35	36	52	50	48	50	32	31	35	36	52	50	48	50	32	31	35	36	52	50	48	50	49.1	49.1	49.1	176.43	1551	1551	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	32	33.8	35.8	37	47.6	44.7	43.9	44.6	4.58E+09	134030000	174470000	165860000	299560000	947190000	1139500000	772050000	942410000	196400000	226040000	226760000	330080000	943060000	1085400000	746030000	814080000	29	25	31	40	121	127	81	132	586			NA	1463	215;291;690;1636;1686;2146;3183;3296;3692;3693;3847;3972;4011;4438;4873;4907;4955;6327;6678;6679;6939;7138;7413;7502;7650;7757;7815;7971;8259;8452;8542;8564;8786;9194;9865;10687;11025;11038;11684;13113;13320;13679;14762;15249;15794;16135;17297;17399;17428;18736;18838;19462;19476;19668	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	222;299;706;1669;1719;2185;3247;3362;3769;3770;3925;4058;4097;4536;4984;5019;5068;6474;6830;6831;7092;7093;7296;7577;7667;7817;7929;7987;8148;8448;8646;8737;8760;8761;8987;9400;10084;10921;11267;11280;11936;13471;13682;14048;15153;15645;16196;16546;17740;17843;17873;19217;19322;19961;19977;20171	1460;1461;1462;1463;1894;1895;1896;1897;1898;1899;1900;4450;4451;4452;4453;4454;4455;4456;4457;10575;10576;10577;10578;10579;10580;10581;10582;10583;10584;10585;10586;10587;10588;10589;10590;10872;10873;13922;13923;13924;13925;13926;13927;13928;20780;20781;20782;21454;21455;21456;21457;21458;21459;21460;21461;21462;21463;21464;21465;21466;21467;21468;21469;24033;24034;24035;24036;24037;24038;24039;24040;24041;24042;24043;24044;24045;24046;24047;24048;24049;24050;24051;24052;24053;24054;24055;24958;24959;24960;24961;25788;25789;25790;25791;25792;26071;26072;26073;26074;26075;26076;28770;28771;28772;28773;28774;28775;28776;28777;28778;28779;28780;28781;28782;28783;31571;31572;31573;31574;31575;31576;31577;31578;31579;31830;31831;31832;31833;32122;32123;32124;32125;32126;32127;32128;32129;40777;40778;40779;40780;40781;40782;40783;40784;40785;40786;40787;40788;43083;43084;43085;43086;43087;43088;43089;43090;43091;43092;43093;43094;43095;43096;43097;43098;44943;44944;44945;44946;44947;44948;44949;44950;44951;44952;44953;44954;44955;46356;46357;46358;46359;48258;48259;48260;48261;48262;48263;48264;48265;48266;48267;48268;48269;48270;48850;48851;49831;49832;49833;49834;49835;49836;49837;49838;50652;50653;50654;50655;50656;50657;50658;50659;50660;50661;50662;50663;50664;51063;51064;52135;52136;52137;52138;52139;54164;54165;54166;54167;54168;54169;54170;54171;54172;54173;54174;54175;54176;54177;54178;54179;55508;55509;55510;55511;55512;55513;55514;55515;56068;56069;56223;56224;56225;56226;56227;56228;56229;56230;56231;57753;57754;57755;57756;60606;60607;60608;60609;60610;60611;60612;60613;60614;60615;60616;64718;64719;64720;64721;64722;64723;64724;64725;64726;64727;64728;64729;64730;64731;64732;64733;69806;69807;69808;69809;69810;69811;69812;69813;69814;69815;69816;69817;71883;71884;71885;71886;71887;71888;71889;71890;71956;71957;71958;71959;71960;71961;71962;71963;75924;75925;75926;75927;75928;75929;75930;85650;85651;85652;86957;86958;86959;86960;86961;86962;89338;89339;89340;89341;89342;89343;89344;89345;96163;96164;96165;96166;96167;99258;99259;99260;99261;99262;99263;99264;99265;102698;102699;102700;102701;104982;104983;104984;104985;104986;104987;104988;104989;104990;104991;104992;112766;112767;112768;112769;112770;112771;112772;112773;113411;113412;113413;113414;113586;113587;113588;113589;122396;122397;122398;122399;122400;122401;122402;122403;122404;122405;122406;123063;123064;123065;123066;123067;123068;126889;126890;126891;126892;126893;126894;126983;126984;126985;126986;126987;126988;126989;126990;128196;128197;128198;128199;128200;128201;128202;128203;128204;128205;128206;128207	1958;2574;2575;2576;2577;2578;2579;2580;2581;2582;2583;2584;2585;2586;2587;5953;5954;5955;5956;5957;5958;5959;5960;5961;5962;5963;5964;5965;5966;14828;14829;14830;14831;14832;14833;14834;14835;14836;14837;14838;14839;14840;14841;14842;14843;14844;14845;14846;14847;14848;14849;14850;14851;14852;14853;14854;14855;14856;14857;14858;14859;15172;19824;19825;19826;19827;29869;29870;29871;29872;29873;29874;29875;29876;30790;30791;30792;30793;30794;30795;30796;30797;30798;30799;30800;30801;30802;30803;30804;30805;30806;30807;30808;30809;30810;34168;34169;34170;34171;34172;34173;34174;34175;34176;34177;34178;34179;34180;34181;34182;34183;34184;34185;34186;34187;34188;34189;34190;35296;35297;35298;35299;35300;36290;36291;36292;36293;36713;36714;36715;40163;40164;40165;40166;40167;40168;40169;40170;40171;40172;40173;40174;40175;40176;40177;40178;40179;40180;40181;40182;40183;40184;40185;43886;43887;43888;43889;43890;43891;43892;43893;43894;43895;43896;43897;43898;43899;43900;43901;43902;43903;43904;44223;44224;44225;44226;44227;44622;44623;44624;44625;44626;44627;56592;56593;56594;56595;56596;56597;56598;56599;56600;56601;56602;56603;56604;56605;56606;56607;56608;56609;56610;56611;56612;56613;56614;56615;56616;56617;56618;59971;59972;59973;59974;59975;59976;59977;59978;59979;59980;59981;59982;59983;59984;59985;59986;59987;59988;59989;59990;59991;59992;59993;62528;62529;62530;62531;62532;62533;62534;62535;62536;62537;62538;62539;62540;62541;62542;62543;62544;62545;62546;62547;62548;62549;64397;64398;64399;64400;67565;67566;67567;67568;67569;67570;67571;67572;67573;67574;68380;69779;69780;69781;69782;69783;69784;69785;69786;69787;69788;69789;69790;69791;71038;71039;71040;71041;71042;71043;71044;71587;71588;73154;73155;73156;73157;73158;73159;73160;75966;75967;75968;75969;75970;75971;75972;75973;75974;75975;75976;75977;75978;75979;75980;75981;75982;75983;75984;75985;75986;75987;75988;77727;77728;77729;77730;77731;77732;77733;77734;77735;77736;77737;77738;77739;77740;77741;77742;78497;78498;78499;78500;78501;78502;78503;78504;78505;78723;78724;78725;78726;78727;78728;78729;78730;78731;78732;78733;78734;78735;78736;78737;78738;80530;80531;80532;80533;80534;80535;84284;84285;84286;84287;84288;84289;84290;89691;89692;89693;89694;89695;89696;89697;89698;89699;89700;89701;89702;89703;89704;89705;89706;89707;89708;89709;89710;89711;89712;89713;89714;96560;96561;96562;96563;96564;96565;96566;96567;96568;96569;96570;96571;96572;96573;96574;96575;96576;96577;99046;99047;99048;99049;99050;99051;99052;99053;99054;99119;104391;104392;104393;104394;104395;117513;117514;117515;119197;119198;119199;119200;119201;122214;122215;130678;130679;130680;130681;134574;134575;134576;134577;134578;134579;134580;134581;134582;134583;134584;134585;134586;139130;139131;139132;139133;139134;139135;139136;139137;139138;139139;142615;142616;142617;142618;142619;142620;142621;142622;142623;142624;142625;142626;142627;153965;153966;153967;153968;153969;153970;153971;153972;153973;153974;153975;153976;153977;153978;153979;153980;153981;154912;155089;155090;167488;167489;167490;167491;167492;167493;167494;167495;167496;167497;167498;167499;167500;167501;167502;167503;167504;167505;167506;167507;167508;167509;167510;167511;168151;168152;168153;168154;168155;168156;168157;168158;168159;168160;168161;168162;168163;168164;173176;173177;173178;173179;173292;173293;173294;173295;173296;173297;173298;173299;173300;173301;173302;173303;173304;173305;173306;173307;173308;173309;173310;173311;173312;173313;173314;173315;173316;173317;174754;174755;174756;174757;174758;174759;174760;174761;174762;174763;174764;174765;174766;174767;174768;174769;174770;174771;174772;174773;174774;174775;174776;174777;174778;174779;174780;174781	1958;2575;5966;14845;15172;19826;29870;30804;34170;34188;35299;36292;36715;40173;43895;44226;44624;56610;59977;59989;62535;64398;67568;68380;69787;71043;71587;73157;75981;77734;78499;78728;80531;84289;89705;96575;99046;99119;104392;117514;119198;122214;130679;134582;139133;142621;153980;154912;155089;167501;168152;173176;173311;174778		352;353		315;1215
sp|O70404|VAMP8_MOUSE	17	17	17		1	17	17	17	15	15	16	16	3	3	3	3	15	15	16	16	3	3	3	3	15	15	16	16	3	3	3	3	23.2	23.2	23.2	123.09	1071	1071	0	75.344	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By matching	21.2	21.2	22.3	22.3	4.3	4.3	4.3	4.3	472440000	91495000	121590000	76718000	136070000	12235000	7986700	14742000	11603000	42529000	311780000	32570000	53797000	5041300	4528000	17381000	4819400	18	26	17	19	0	0	1	0	81			NA	1464	643;1548;2671;3202;3951;8289;8529;10525;10702;11685;13007;13714;15202;17373;19438;19685;19707	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	658;1579;2725;3266;4037;8480;8724;10751;10936;11937;13359;14083;15598;17817;19935;20188;20210	4146;4147;4148;4149;10074;10075;10076;10077;17476;17477;17478;17479;20882;20883;20884;20885;25680;25681;25682;25683;54363;54364;54365;54366;55963;55964;55965;55966;68806;68807;68808;68809;68810;68811;68812;68813;69889;69890;69891;69892;75931;75932;75933;75934;84919;84920;84921;84922;84923;84924;84925;84926;84927;84928;84929;84930;89532;89533;89534;89535;98978;98979;98980;98981;98982;98983;98984;98985;113266;113267;113268;113269;113270;113271;113272;113273;126735;126736;126737;126738;126739;126740;126741;126742;128294;128295;128296;128297;128408;128409;128410;128411;128412	5582;5583;5584;5585;14222;25065;29997;29998;29999;30000;36216;36217;76240;78315;78316;78317;78318;78319;95331;95332;95333;95334;95335;95336;95337;95338;95339;95340;95341;96657;104396;104397;116547;116548;116549;116550;116551;116552;116553;116554;116555;116556;116557;122466;122467;122468;122469;134211;134212;134213;134214;154729;154730;154731;154732;154733;154734;154735;172938;172939;172940;172941;172942;172943;172944;172945;172946;172947;172948;172949;172950;172951;172952;172953;172954;172955;172956;174879;174880;174970;174971;174972;174973;174974	5585;14222;25065;29998;36217;76240;78319;95336;96657;104397;116548;122467;134212;154731;172946;174879;174974				
sp|P19783|COX41_MOUSE	4	4	4		1	4	4	4	4	4	4	3	0	0	0	0	4	4	4	3	0	0	0	0	4	4	4	3	0	0	0	0	4.2	4.2	4.2	207.12	1864	1864	0	18.9	By MS/MS	By MS/MS	By MS/MS	By MS/MS					4.2	4.2	4.2	3.4	0	0	0	0	45445000	8933700	12109000	10817000	13586000	0	0	0	0	8052600	10926000	10723000	15744000	0	0	0	0	2	2	3	2	0	0	0	0	9			NA	1465	13457;14935;14948;15257	True;True;True;True	13821;15327;15341;15653	87876;87877;87878;87879;97200;97201;97202;97203;97285;97286;97287;97288;99298;99299;99300	120476;131999;132000;132001;132002;132095;132096;132097;132098;134640	120476;132002;132098;134640				
sp|Q9D824|FIP1_MOUSE	1	1	1		1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	5	5	5	27.151	241	241	0	7.6376					By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	0	0	0	5	5	5	5	10662000	0	0	0	0	3660000	2833500	3013900	1154800	0	0	0	0	0	0	0	1154800	0	0	0	0	3	2	2	1	8			NA	1466	15314	TRUE	15710	99587;99588;99589;99590	134933;134934;134935;134936;134937;134938;134939;134940	134934				
sp|Q9CQS8|SC61B_MOUSE	1	1	1		1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	8.4	8.4	8.4	18.963	178	178	0.00072176	4.1544	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching		By matching	8.4	8.4	8.4	8.4	8.4	8.4	0	8.4	21549000	4587600	6126300	2666100	7109500	496220	382220	0	180810	0	0	0	0	0	0	0	180810	1	2	1	2	0	0	0	0	6			NA	1467	14345	TRUE	14729	93556;93557;93558;93559;93560;93561;93562	127100;127101;127102;127103;127104;127105	127100				
sp|Q9EPK6|SIL1_MOUSE	5	5	5		1	5	5	5	5	5	5	5	5	3	4	3	5	5	5	5	5	3	4	3	5	5	5	5	5	3	4	3	15	15	15	46.648	406	406	0	19.603	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	15	15	15	15	15	11.6	12.3	11.6	96076000	18291000	22026000	11513000	22117000	6088000	6600500	5808500	3631700	15952000	26260000	14276000	25105000	4160800	4484900	4134100	1702600	8	6	3	4	0	0	0	0	21			NA	1468	2729;9814;12697;14338;18382	True;True;True;True;True	2783;10030;13035;14721;18858	17841;17842;17843;17844;17845;17846;64293;64294;64295;64296;64297;64298;64299;64300;82918;82919;82920;82921;82922;82923;82924;82925;93517;93518;93519;93520;93521;93522;93523;120094;120095;120096;120097;120098;120099	25518;25519;88995;88996;88997;88998;88999;89000;113958;113959;113960;113961;127033;127034;127035;127036;127037;127038;127039;163950;163951;163952;163953;163954	25519;89000;113958;127035;163950				
sp|Q9Z1P6|NDUA7_MOUSE	1	1	1		1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	7.9	7.9	7.9	20.55	189	189	0.00072254	4.1735					By matching	By matching	By matching	By MS/MS	0	0	0	0	7.9	7.9	7.9	7.9	12309000	0	0	0	0	2526800	4843200	1000500	3938700	0	0	0	0	0	0	0	3938700	0	0	0	0	0	0	0	1	1			NA	1469	7148	TRUE	7306	46413;46414;46415;46416	64521	64521				
sp|Q9Z0V7|TI17B_MOUSE	2	2	2		1	2	2	2	0	0	0	0	2	2	1	2	0	0	0	0	2	2	1	2	0	0	0	0	2	2	1	2	8.9	8.9	8.9	34.388	303	303	0	6.8786					By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	0	0	0	8.9	8.9	5.3	8.9	22228000	0	0	0	0	3608800	7685400	4490200	6444100	0	0	0	0	0	0	0	6444100	0	0	0	0	1	1	1	1	4			NA	1470	12884;17766	True;True	13232;18223	84117;84118;84119;116173;116174;116175;116176	115549;158733;158734;158735;158736	115549;158733				
sp|P18155|MTDC_MOUSE	1	1	1		1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	3	3	3	70.367	639	639	0.0087577	2.7991	By matching	By MS/MS	By matching	By MS/MS					3	3	3	3	0	0	0	0	6303600	1030400	1723900	1140600	2408700	0	0	0	0	0	0	0	2408700	0	0	0	0	0	1	0	1	0	0	0	0	2			NA	1471	19024	TRUE	19510	124139;124140;124141;124142	169526;169527	169527				
sp|Q9EQ20|MMSA_MOUSE	4	4	4		1	4	4	4	4	4	4	4	0	0	0	0	4	4	4	4	0	0	0	0	4	4	4	4	0	0	0	0	11	11	11	58.213	527	527	0	9.4951	By MS/MS	By MS/MS	By MS/MS	By MS/MS					11	11	11	11	0	0	0	0	62584000	14963000	18922000	11638000	17061000	0	0	0	0	14827000	19316000	10575000	17866000	0	0	0	0	6	5	3	3	0	0	0	0	17			NA	1472	4337;8080;14748;17998	True;True;True;True	4431;8262;15138;18460	28145;28146;28147;28148;52811;52812;52813;52814;96067;96068;96069;96070;117645;117646;117647;117648	39258;39259;39260;39261;39262;39263;74050;74051;74052;74053;74054;74055;74056;74057;130530;130531;130532;160668	39259;74053;130531;160668				
sp|Q9CXR1|DHRS7_MOUSE	2	2	2		1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	1	2	4.8	4.8	4.8	66.223	583	583	0	8.0689	By matching	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	4.8	4.8	4.8	4.8	1.5	4.8	1.5	4.8	19328000	1925700	2604400	2617700	5500200	596930	3142100	504270	2436200	2276700	2668500	2805900	4642300	0	3242600	0	2590400	0	0	2	1	0	3	0	0	6			NA	1473	14635;15172	True;True	15024;15566	95376;95377;95378;95379;95380;95381;95382;95383;98801;98802;98803;98804;98805;98806	129447;129448;129449;129450;134048;134049	129448;134049				
sp|Q5M8N4|D39U1_MOUSE	2	2	2		1	2	2	2	1	1	1	2	0	0	0	0	1	1	1	2	0	0	0	0	1	1	1	2	0	0	0	0	6.5	6.5	6.5	51.456	445	445	0	7.0094	By MS/MS	By MS/MS	By matching	By MS/MS					4.3	4.3	4.3	6.5	0	0	0	0	17762000	2201000	2396000	2534500	10630000	0	0	0	0	0	0	0	10630000	0	0	0	0	1	1	0	0	0	0	0	0	2			NA	1474	11740;14886	True;True	11999;15278	76283;76284;76285;76286;96926	104890;104891;131623	104891;131623				
sp|O35972|RM23_MOUSE	5	5	5		1	5	5	5	5	5	5	3	1	1	1	1	5	5	5	3	1	1	1	1	5	5	5	3	1	1	1	1	12.6	12.6	12.6	62.368	554	554	0	14.677	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	12.6	12.6	12.6	8.5	2	2.2	2.2	1.4	42007000	9403300	15726000	5833400	9361100	264680	386340	341120	691040	6852400	14470000	5686700	13314000	0	0	0	0	1	4	1	2	0	0	0	0	8			NA	1475	3997;6861;10066;11053;13868	True;True;True;True;True	4083;7013;10287;11295;14239	25978;25979;25980;25981;44275;44276;44277;44278;44279;65973;65974;65975;65976;65977;72035;72036;72037;72038;90400;90401;90402;90403	36598;36599;61398;91328;91329;99207;99208;99209;123525;123526	36599;61398;91329;99208;123526				
sp|Q9D4B2|TTC25_MOUSE	2	2	2		1	2	2	2	2	2	2	2	0	1	1	1	2	2	2	2	0	1	1	1	2	2	2	2	0	1	1	1	6.2	6.2	6.2	47.598	432	432	0.0017001	3.3584	By MS/MS	By MS/MS	By matching	By MS/MS		By matching	By matching	By matching	6.2	6.2	6.2	6.2	0	3.5	3.5	3.5	17619000	2103000	4369000	3131700	7214600	0	319600	234940	246450	2124500	4301300	2672100	7720500	0	0	0	0	1	1	0	3	0	0	0	0	5			NA	1476	15897;17133	True;True	16304;17571	103415;103416;103417;103418;111640;111641;111642;111643;111644;111645;111646	140158;140159;140160;152223;152224	140159;152223				
sp|Q6A4J8|UBP7_MOUSE	2	2	2		1	2	2	2	2	1	2	1	0	0	0	0	2	1	2	1	0	0	0	0	2	1	2	1	0	0	0	0	2.3	2.3	2.3	185.21	1692	1692	0.0055995	2.9769	By MS/MS	By matching	By MS/MS	By MS/MS					2.3	1.6	2.3	1.6	0	0	0	0	8243800	2807000	1418800	2498200	1519800	0	0	0	0	0	0	2498200	0	0	0	0	0	1	0	1	1	0	0	0	0	3			NA	1477	10065;12461	True;True	10286;12790	65971;65972;81317;81318;81319;81320	91326;91327;111730	91326;111730				
sp|Q91VC9|GHITM_MOUSE	33	33	33		1	33	33	33	31	31	32	31	26	25	25	25	31	31	32	31	26	25	25	25	31	31	32	31	26	25	25	25	28.6	28.6	28.6	156.61	1392	1392	0	192.08	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	26.5	26.9	27.7	26.7	23.1	22.8	21.9	22.2	1231300000	154670000	188560000	151400000	274440000	141580000	125870000	114120000	80629000	139770000	174320000	150910000	249420000	162270000	130980000	126730000	96875000	32	35	40	44	31	28	26	28	264			NA	1478	568;989;1858;2356;2364;2365;2753;5496;5652;8814;9411;9414;10114;10163;10262;10854;11378;12056;12151;12160;12313;12643;12922;12945;13059;13259;13925;14893;15737;16465;16854;16870;17728	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	582;1010;1896;2397;2405;2406;2807;5622;5781;9015;9621;9624;10336;10386;10486;11091;11626;12358;12471;12480;12640;12979;13271;13294;13411;13620;14299;15285;16138;16884;17280;17297;18182	3687;3688;3689;3690;3691;6386;6387;6388;6389;6390;6391;12121;12122;12123;12124;12125;12126;12127;15272;15273;15274;15275;15276;15277;15310;15311;15312;15313;15314;15315;15316;15317;15318;15319;15320;15321;15322;17998;17999;18000;18001;18002;18003;18004;18005;18006;18007;18008;18009;18010;18011;18012;18013;35487;35488;35489;35490;35491;35492;35493;35494;36456;36457;36458;36459;36460;36461;36462;36463;57920;57921;57922;57923;62000;62001;62002;62003;62004;62005;62016;62017;62018;62019;62020;62021;66280;66281;66282;66283;66284;66620;66621;66622;66623;66624;66625;66626;66627;67217;67218;67219;67220;67221;67222;67223;67224;70801;70802;70803;70804;70805;70806;70807;70808;74076;74077;74078;74079;74080;74081;74082;74083;78543;78544;78545;78546;78547;78548;78549;78550;79302;79303;79304;79305;79306;79307;79308;79309;79368;79369;80425;80426;80427;80428;82562;82563;82564;82565;82566;82567;82568;82569;84362;84363;84364;84365;84366;84487;84488;84489;84490;84491;84492;84493;84494;85237;85238;85239;85240;85241;85242;85243;85244;85245;85246;85247;86541;86542;86543;86544;86545;86546;86547;86548;90779;90780;90781;90782;90783;96958;96959;96960;96961;96962;96963;96964;96965;102345;102346;102347;102348;102349;102350;102351;102352;107127;107128;107129;107130;107131;107132;107133;107134;109671;109672;109673;109674;109675;109676;109677;109678;109764;109765;109766;109767;109768;109769;109770;109771;109772;115891;115892;115893;115894;115895;115896;115897;115898;115899	5061;5062;8839;8840;8841;8842;8843;8844;8845;17148;17149;17150;17151;21539;21540;21541;21542;21543;21544;21578;21579;21580;21581;21582;21583;25709;25710;25711;25712;25713;25714;25715;25716;25717;25718;25719;25720;25721;25722;25723;25724;25725;25726;25727;25728;25729;25730;25731;25732;49251;49252;49253;49254;49255;49256;50666;50667;50668;50669;50670;50671;50672;50673;50674;50675;50676;50677;50678;80734;85993;85994;86006;86007;86008;91794;91795;92317;92991;92992;92993;92994;92995;92996;92997;92998;92999;93000;93001;93002;93003;93004;93005;93006;93007;97797;97798;97799;97800;101865;101866;101867;101868;101869;101870;101871;101872;101873;101874;101875;101876;101877;107718;107719;107720;107721;107722;107723;108734;108735;108736;108737;108738;108739;108740;108741;108742;108743;108744;108745;108803;108804;110459;110460;113522;113523;113524;113525;115830;115831;115832;115833;115834;115947;115948;115949;115950;115951;115952;115953;115954;115955;115956;115957;117018;117019;117020;117021;117022;117023;117024;117025;117026;117027;117028;117029;117030;117031;117032;118650;118651;118652;118653;118654;118655;118656;118657;118658;118659;118660;118661;118662;118663;123953;123954;123955;123956;123957;131676;131677;131678;138519;138520;138521;138522;138523;138524;138525;138526;138527;145808;145809;145810;145811;145812;145813;145814;145815;145816;145817;145818;145819;145820;145821;145822;145823;145824;145825;149188;149189;149190;149191;149192;149193;149194;149195;149196;149197;149198;149199;149200;149201;149202;149203;149204;149205;149206;149207;149208;149209;149210;149211;149284;149285;149286;149287;149288;149289;149290;149291;149292;149293;149294;149295;149296;149297;149298;149299;149300;149301;149302;149303;158382;158383;158384;158385;158386;158387;158388;158389;158390;158391;158392;158393	5061;8840;17149;21539;21579;21581;25724;49255;50674;80734;85993;86008;91794;92317;92991;97800;101873;107722;108735;108804;110460;113523;115832;115950;117021;118657;123955;131677;138523;145817;149200;149288;158387				
sp|P70414|NAC1_MOUSE	8	8	8		1	8	8	8	4	4	3	4	8	8	8	8	4	4	3	4	8	8	8	8	4	4	3	4	8	8	8	8	16.3	16.3	16.3	64.514	570	570	0	37.035	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	9.3	9.3	7.9	9.3	16.3	16.3	16.3	16.3	232060000	4317300	4925500	4437600	6221600	52149000	75516000	37044000	47445000	7458700	7416700	11244000	10902000	53273000	61619000	31518000	48625000	0	0	2	1	9	10	8	11	41			NA	1479	3463;5029;5689;8729;12556;16710;18884;18934	True;True;True;True;True;True;True;True	3534;5146;5820;8929;12889;17134;19369;19420	22562;22563;22564;22565;22566;22567;22568;22569;32574;32575;32576;32577;32578;32579;32580;32581;36713;36714;36715;36716;36717;36718;36719;36720;57371;57372;57373;57374;82013;82014;82015;82016;82017;82018;82019;82020;108709;108710;108711;108712;123330;123331;123332;123333;123334;123335;123336;123630;123631;123632;123633;123634;123635;123636;123637	32294;32295;32296;32297;32298;32299;32300;32301;45240;45241;45242;45243;45244;45245;45246;45247;45248;45249;51029;51030;51031;51032;51033;51034;51035;51036;51037;51038;51039;80108;112822;112823;147942;147943;147944;147945;147946;168531;168902;168903;168904;168905	32298;45244;51034;80108;112823;147945;168531;168902				
